transaction_id,customer_id,transaction_date,source_system,order_or_invoice_id,gross_amount,fee_amount,net_amount,payment_status,transaction_type,category,payout_status
501131,1014,2025-03-25,Stripe,941534,3904.73,92.15,3812.58,paid,sale,service,paid_out
501132,1008,2025-09-02,QuickBooks,952469,1648.78,38.58,1610.2,paid,sale,service,pending
501133,1002,2025-02-03,Stripe,984355,6907.34,313.59,6593.75,chargeback,adjustment,service,paid_out
501134,1003,2025-11-28,Stripe,967976,15506.37,331.84,15174.53,paid,sale,subscription,paid_out
501135,1013,2025-11-02,PayPal,920641,5755.0,264.73,5490.27,paid,sale,product,paid_out
501136,1001,2025-12-09,QuickBooks,940116,6488.35,301.06,6187.29,paid,sale,service,paid_out
501137,1021,2025-01-15,PayPal,953432,1180.32,35.29,1145.03,paid,sale,product,pending
501138,1008,2025-03-22,PayPal,962349,950.52,28.99,921.53,paid,sale,wholesale,paid_out
501139,1008,2025-03-10,PayPal,942320,4356.12,408.6,3947.52,pending,sale,subscription,paid_out
501140,1011,2025-09-02,Stripe,918690,2717.61,122.02,2595.59,paid,sale,wholesale,paid_out
501141,1019,2025-05-25,PayPal,943073,1333.2,30.93,1302.27,paid,sale,service,paid_out
501142,1005,2025-03-09,Stripe,998033,5951.5,185.69,5765.81,paid,sale,product,pending
501143,1013,2025-04-04,QuickBooks,901535,564.45,22.01,542.44,paid,sale,product,paid_out
501144,1010,2025-11-18,QuickBooks,934446,6178.01,303.34,5874.67,chargeback,adjustment,service,paid_out
501145,1004,2025-06-22,QuickBooks,959810,10174.65,260.47,9914.18,pending,sale,service,paid_out
501146,1023,2025-02-02,Shopify,914566,1178.38,114.54,1063.84,paid,sale,service,partial
501147,1017,2025-06-07,PayPal,923935,588.65,21.54,567.11,refunded,refund,product,partial
501148,1013,2025-03-14,Stripe,919892,4280.06,456.68,3823.38,paid,sale,service,paid_out
501149,1021,2025-10-04,Shopify,921710,364.87,17.66,347.21,paid,sale,product,paid_out
501150,1022,2025-10-04,NetSuite,952543,1414.73,54.18,1360.55,paid,sale,wholesale,partial
501151,1014,2025-08-28,PayPal,987571,1948.65,81.06,1867.59,paid,sale,subscription,paid_out
501152,1020,2025-01-31,NetSuite,931780,1138.88,27.56,1111.32,paid,sale,wholesale,partial
501153,1014,2025-10-30,Shopify,952617,1370.17,61.66,1308.51,refunded,refund,product,paid_out
501154,1013,2025-08-16,NetSuite,968713,1140.84,32.29,1108.55,paid,sale,product,paid_out
501155,1012,2025-12-05,QuickBooks,998861,3461.11,154.71,3306.4,paid,sale,subscription,paid_out
501156,1015,2025-07-15,QuickBooks,993029,3630.26,100.56,3529.7,paid,sale,product,paid_out
501157,1003,2025-09-25,NetSuite,987151,3927.45,195.98,3731.47,paid,sale,wholesale,paid_out
501158,1023,2025-01-30,QuickBooks,932986,966.14,44.44,921.7,paid,sale,service,paid_out
501159,1022,2025-02-12,NetSuite,956854,44.07,1.82,42.25,paid,sale,wholesale,paid_out
501160,1001,2025-11-07,Stripe,984237,10738.98,513.32,10225.66,paid,sale,product,paid_out
501161,1019,2025-07-04,NetSuite,905225,748.58,30.92,717.66,paid,sale,subscription,paid_out
501162,1002,2025-07-24,QuickBooks,974308,8770.68,340.3,8430.38,paid,sale,subscription,paid_out
501163,1005,2025-05-30,Shopify,989523,11286.03,497.71,10788.32,paid,sale,service,paid_out
501164,1015,2025-08-17,PayPal,921049,4026.69,119.59,3907.1,paid,sale,service,paid_out
501165,1003,2025-07-25,Shopify,946111,8312.89,360.78,7952.11,paid,sale,service,paid_out
501166,1019,2025-06-06,NetSuite,924404,148.25,6.18,142.07,paid,sale,service,paid_out
501167,1020,2025-06-22,PayPal,914611,1031.64,48.38,983.26,refunded,refund,service,paid_out
501168,1009,2025-10-14,QuickBooks,978377,2922.14,93.22,2828.92,paid,sale,product,paid_out
501169,1001,2025-06-24,QuickBooks,938523,6626.13,211.37,6414.76,paid,sale,product,partial
501170,1004,2025-08-15,Shopify,929421,10435.21,285.92,10149.29,chargeback,adjustment,product,paid_out
501171,1012,2025-08-14,PayPal,957534,3415.53,280.76,3134.77,paid,sale,product,paid_out
501172,1029,2025-07-31,QuickBooks,950738,254.52,9.06,245.46,paid,sale,service,held
501173,1012,2025-08-09,Shopify,990858,2166.03,101.8,2064.23,paid,sale,product,paid_out
501174,1004,2025-02-19,PayPal,979179,11829.1,514.57,11314.53,paid,sale,product,paid_out
501175,1012,2025-08-27,PayPal,908474,1711.1,77.17,1633.93,paid,sale,wholesale,paid_out
501176,1010,2025-10-14,PayPal,946453,3426.25,160.69,3265.56,paid,sale,service,paid_out
501177,1016,2025-01-15,QuickBooks,928207,1077.58,37.39,1040.19,refunded,refund,service,partial
501178,1002,2025-04-30,PayPal,989302,8128.72,376.36,7752.36,paid,sale,subscription,paid_out
501179,1015,2025-12-31,Shopify,954225,5453.14,205.04,5248.1,paid,sale,product,paid_out
501180,1010,2025-04-03,NetSuite,952894,632.69,30.31,602.38,paid,sale,wholesale,paid_out
501181,1028,2025-07-15,Stripe,992702,894.38,21.64,872.74,paid,sale,product,paid_out
501182,1005,2025-05-14,PayPal,998541,6612.85,177.22,6435.63,paid,sale,subscription,paid_out
501183,1012,2025-10-13,PayPal,900610,766.16,23.9,742.26,refunded,refund,service,paid_out
501184,1026,2025-02-05,Shopify,945252,1434.67,36.87,1397.8,paid,sale,service,paid_out
501185,1002,2025-10-21,PayPal,958340,4592.35,152.47,4439.88,paid,sale,subscription,paid_out
501186,1026,2025-06-09,PayPal,913070,1193.55,27.69,1165.86,paid,sale,service,paid_out
501187,1013,2025-08-21,Shopify,972674,4678.73,170.31,4508.42,paid,sale,product,paid_out
501188,1001,2025-09-09,Stripe,986462,4695.06,150.71,4544.35,refunded,refund,subscription,held
501189,1004,2025-12-06,QuickBooks,999211,12450.53,590.16,11860.37,paid,sale,product,paid_out
501190,1014,2025-08-18,PayPal,964286,3935.85,113.35,3822.5,paid,sale,wholesale,paid_out
501191,1001,2025-11-09,Stripe,907224,9098.99,317.55,8781.44,paid,sale,service,paid_out
501192,1011,2025-10-28,Shopify,903665,3865.33,143.4,3721.93,paid,sale,service,paid_out
501193,1005,2025-10-03,Stripe,923368,3471.92,155.54,3316.38,paid,sale,product,paid_out
501194,1012,2025-02-20,Stripe,964916,2557.55,65.47,2492.08,paid,sale,subscription,paid_out
501195,1001,2025-07-15,Shopify,943352,4126.13,167.93,3958.2,paid,sale,service,paid_out
501196,1022,2025-07-25,QuickBooks,955422,77.36,1.88,75.48,paid,sale,product,held
501197,1029,2025-12-01,NetSuite,936449,1556.15,43.88,1512.27,paid,sale,service,paid_out
501198,1028,2025-11-04,Stripe,990374,56.54,2.31,54.23,chargeback,sale,product,paid_out
501199,1015,2025-09-08,PayPal,993719,799.25,28.85,770.4,paid,sale,service,partial
501200,1002,2025-05-26,NetSuite,926493,10699.57,297.45,10402.12,paid,sale,product,held
